,Soma_region,Cortical_layer,Transgenic_line,Brain_id,Subclass_or_type,Celltype,final_celltype
18453_6576_x22528_y4353,RSPv,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_RSP,IT_RSP
18453_6604_x9161_y4006,VISrl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6675_x10576_y3102,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6675_x8876_y4461,VISal,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6708_x6437_y7833,AUDp,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_AUD,IT_AUD
18453_6746_x8555_y4741,VISl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6748_x28152_y3578,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6756_x7677_y5336,VISrl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6846_x11548_y2831,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7007_x11486_y3611,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7010_x8769_y4509,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7024_x9012_y4138,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7112_x9089_y4667,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7132_x11495_y3152,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7132_x31679_y7308,VISli,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7146_x8788_y4552,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7188_x11060_y3637,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7223_x30215_y5120,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7245_x12979_y2864,VISp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7304_x11719_y3749,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7309_x5442_y9199,TEa,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_Tea,IT_Tea
18453_7455_x32866_y9412,VISpor,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_7692_x10145_y15241,ENTm,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_ENT,IT_ENT
18453_7813_x5799_y12199,ENTl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_ENT,IT_ENT
18454_00002,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00003,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00004,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00009,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00010,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00011,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00014,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00015,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00016,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00017,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00018,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00020,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00021,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00022,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00024,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00027,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00028,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00029,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00039,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00046,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00048,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00049,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_00050,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,MD,MD
18454_00051,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VAL,VAL
18454_00052,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00053,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,MD,MD
18454_00054,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,SMT,SMT
18454_00055,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,RE,RE
18454_00056,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,RE,RE
18454_00057,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,RE,RE
18454_00058,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,RE,RE
18454_00059,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,LGd,LGd
18454_00060,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00061,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00062,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00063,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00064,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00065,PO,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,PO,PO
18454_00066,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00067,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00068,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00069,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00070,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00071,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00072,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00073,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00074,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MD,MD
18454_00075,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VAL,VAL
18454_00093,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00095,CM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,CM,CM
18454_00096,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,MD,MD
18454_00097,CM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,CM,CM
18454_00098,IAD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,IAD,IAD
18454_00099,AM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,AM,AM
18454_00100,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,SMT,SMT
18454_00101,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,SMT,SMT
18454_00105,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00106,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00107,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00109,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00111,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00126,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,LP,LP
18454_00127,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00128,LD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,LD,LD
18454_00129,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00130,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MD,MD
18454_00131,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00132,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPMpc,VPMpc
18454_00133,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00134,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00135,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00136,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00137,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00138,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00139,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00140,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00141,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00142,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00143,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00144,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00145,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00146,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00147,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00148,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00149,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00150,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00151,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00152,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00153,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00154,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00155,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00156,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPLpc,VPLpc
18454_00157,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00158,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00159,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00160,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00161,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00162,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00163,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00164,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00165,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_00166,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00167,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00168,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00169,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_00170,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00171,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_00174,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_SNr,CP_SNr,CP_SNr
18454_00176,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,SMT,SMT
18454_00177,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,SMT,SMT
18454_01000,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01001,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01004,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01005,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01006,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01007,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01009,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01010,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01011,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01012,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01013,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01014,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01015,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01018,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01021,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,LGd,LGd
18454_01022,LD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,LD,LD
18454_01023,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01027,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01030,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01031,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01032,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01033,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01034,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01035,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01038,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPL,VPL
18454_01039,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01040,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01041,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01042,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01043,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01044,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01045,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01047,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01048,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01049,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01050,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,LGd,LGd
18454_01051,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01052,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01053,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01054,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01055,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01056,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01059,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01060,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01061,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01062,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01063,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01064,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01066,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01067,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01069,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01073,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01074,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01078,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,CP_GPe,CP_GPe,CP_GPe
18454_01080,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01081,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01082,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01085,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01086,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01089,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01090,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01091,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01092,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_01093,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,MG,MG
18454_01095,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01096,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01097,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01098,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01100,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01101,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01103,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01104,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01105,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01106,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01107,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01108,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01109,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01110,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01111,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01112,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01113,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01114,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01115,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01116,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01117,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01118,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01119,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
18454_01120,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,VPM,VPM
